               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.030258,            0.014308,           0.0064768,             0.92537,             0.85585,             0.92882,             0.66376,            0.030827,           0.0075555,           0.0040336,           0.0084853,           0.0084853,           0.0084853
                 155,            0.030667,            0.013431,           0.0057837,             0.93373,             0.91575,             0.95915,             0.68204,            0.030557,            0.007247,           0.0022266,           0.0084754,           0.0084754,           0.0084754
                 156,            0.030725,            0.013466,           0.0049688,             0.90437,             0.92522,              0.9535,             0.67082,            0.031402,            0.007111,           0.0025233,           0.0084655,           0.0084655,           0.0084655
                 157,            0.029779,            0.013462,           0.0074288,             0.87341,             0.93275,             0.92344,             0.64352,            0.031554,           0.0071185,           0.0039852,           0.0084556,           0.0084556,           0.0084556
                 158,            0.029838,            0.013085,           0.0065222,             0.94261,             0.92076,             0.95718,             0.68873,            0.029019,           0.0071628,           0.0021669,           0.0084457,           0.0084457,           0.0084457
                 159,            0.031278,            0.013617,           0.0077559,             0.93687,              0.9381,             0.95157,             0.70433,            0.029773,           0.0072102,           0.0024996,           0.0084358,           0.0084358,           0.0084358
                 160,            0.030808,            0.012903,           0.0070497,              0.8975,             0.90883,             0.94055,             0.66063,            0.031524,           0.0074115,           0.0026357,           0.0084259,           0.0084259,           0.0084259
                 161,            0.029715,            0.013845,           0.0060577,             0.87036,             0.88942,             0.93476,             0.67782,            0.028187,           0.0071535,           0.0026016,            0.008416,            0.008416,            0.008416
                 162,            0.029927,            0.014109,           0.0056328,             0.93278,             0.88467,              0.9454,             0.67645,            0.028473,           0.0071281,           0.0024341,           0.0084061,           0.0084061,           0.0084061
                 163,            0.030092,             0.01358,           0.0064814,             0.92254,             0.92878,              0.9548,             0.68177,             0.02834,           0.0076411,           0.0027399,           0.0083962,           0.0083962,           0.0083962
                 164,            0.029688,            0.013522,             0.00698,             0.91823,             0.91933,             0.94245,             0.67947,            0.028801,           0.0076653,           0.0054608,           0.0083863,           0.0083863,           0.0083863
                 165,            0.030191,            0.013476,           0.0065093,             0.93458,             0.90474,             0.95409,             0.66959,            0.029819,           0.0073814,           0.0040582,           0.0083764,           0.0083764,           0.0083764
                 166,            0.029365,             0.01376,           0.0061013,             0.93833,             0.86534,              0.9145,             0.66153,            0.029783,           0.0075099,           0.0029634,           0.0083665,           0.0083665,           0.0083665
                 167,            0.028906,            0.013239,           0.0061347,             0.91398,             0.89467,             0.91158,             0.64386,            0.029809,           0.0075221,           0.0029614,           0.0083566,           0.0083566,           0.0083566
                 168,            0.028953,            0.013592,           0.0060706,             0.89028,             0.88888,             0.89383,             0.60971,            0.032752,           0.0076844,           0.0024327,           0.0083467,           0.0083467,           0.0083467
                 169,            0.029829,            0.013759,           0.0064961,             0.92336,             0.88811,             0.92676,             0.63362,            0.032459,           0.0077168,           0.0051003,           0.0083368,           0.0083368,           0.0083368
                 170,            0.029356,            0.013606,           0.0061529,             0.87748,             0.89805,             0.92809,             0.66077,            0.031094,           0.0071998,           0.0039347,           0.0083269,           0.0083269,           0.0083269
                 171,            0.029304,             0.01333,           0.0061501,             0.90227,             0.89651,             0.94173,             0.67667,            0.032221,           0.0071327,           0.0039622,            0.008317,            0.008317,            0.008317
                 172,             0.02951,            0.012994,           0.0065554,             0.90601,             0.86841,             0.94379,             0.64307,            0.032718,           0.0073013,           0.0034949,           0.0083071,           0.0083071,           0.0083071
                 173,            0.029948,            0.012877,           0.0052888,             0.92347,             0.93175,              0.9531,             0.67657,            0.030046,           0.0070937,           0.0046648,           0.0082972,           0.0082972,           0.0082972
                 174,            0.030811,            0.014014,           0.0067001,             0.88872,             0.89117,             0.94124,             0.67605,            0.027825,           0.0067692,           0.0024116,           0.0082873,           0.0082873,           0.0082873
                 175,             0.02929,            0.013095,            0.006079,             0.92535,             0.83905,             0.91449,             0.65443,            0.028794,           0.0074813,            0.012176,           0.0082774,           0.0082774,           0.0082774
                 176,            0.030311,            0.013378,           0.0063376,             0.88795,              0.9363,             0.93903,             0.68191,            0.029116,           0.0068393,           0.0048371,           0.0082675,           0.0082675,           0.0082675
                 177,            0.029786,            0.013529,            0.006129,             0.91073,             0.92813,             0.94786,             0.66108,            0.028781,           0.0070309,           0.0029867,           0.0082576,           0.0082576,           0.0082576
                 178,            0.028481,            0.013314,           0.0056381,             0.93851,             0.92484,             0.95145,               0.696,            0.028269,           0.0067328,           0.0020777,           0.0082477,           0.0082477,           0.0082477
                 179,            0.029791,            0.013947,           0.0055507,             0.95082,             0.92589,             0.95031,             0.69475,            0.029139,           0.0070184,           0.0018367,           0.0082378,           0.0082378,           0.0082378
                 180,            0.029488,            0.012687,           0.0053955,             0.89795,             0.92229,             0.94522,             0.67565,            0.030279,           0.0070699,           0.0021017,           0.0082279,           0.0082279,           0.0082279
                 181,            0.029302,            0.013712,           0.0061056,             0.90509,             0.89035,             0.93342,             0.67657,            0.029551,           0.0068429,           0.0019488,            0.008218,            0.008218,            0.008218
                 182,            0.028635,            0.013174,           0.0053637,             0.90596,             0.88478,             0.92416,             0.67438,            0.028018,           0.0070327,           0.0026739,           0.0082081,           0.0082081,           0.0082081
                 183,            0.028449,            0.013146,            0.005431,             0.95052,              0.8729,             0.94421,             0.70069,            0.027902,            0.007272,            0.002509,           0.0081982,           0.0081982,           0.0081982
                 184,             0.02898,            0.013331,           0.0063266,             0.93545,             0.89511,             0.94041,             0.68257,            0.029102,           0.0072038,           0.0017769,           0.0081883,           0.0081883,           0.0081883
                 185,            0.028115,            0.012723,           0.0056146,             0.90386,             0.92892,              0.9516,             0.68993,             0.02745,           0.0071589,           0.0022183,           0.0081784,           0.0081784,           0.0081784
                 186,             0.02989,            0.013342,           0.0054323,             0.92693,             0.90081,             0.92615,             0.68495,            0.029676,           0.0071145,           0.0023597,           0.0081685,           0.0081685,           0.0081685
                 187,            0.029305,            0.013049,           0.0055378,             0.88534,              0.8942,             0.92533,             0.68658,            0.028069,           0.0067614,           0.0024162,           0.0081586,           0.0081586,           0.0081586
                 188,            0.027999,            0.012786,            0.004778,             0.93437,             0.89245,             0.93401,               0.692,            0.028842,           0.0068247,           0.0017642,           0.0081487,           0.0081487,           0.0081487
                 189,            0.028777,            0.013011,           0.0060212,             0.95318,             0.87884,             0.95182,             0.69453,            0.028041,           0.0068547,           0.0017099,           0.0081388,           0.0081388,           0.0081388
                 190,            0.029405,            0.012599,           0.0064506,             0.92901,             0.87195,             0.91802,             0.66059,            0.029053,           0.0072647,           0.0032609,           0.0081289,           0.0081289,           0.0081289
                 191,            0.027222,            0.012888,           0.0055946,             0.86862,             0.93507,             0.92894,             0.67376,            0.029603,            0.007085,           0.0052795,            0.008119,            0.008119,            0.008119
                 192,             0.02874,            0.012849,           0.0065288,             0.94318,             0.94204,              0.9527,             0.67447,            0.028933,           0.0072415,           0.0033793,           0.0081091,           0.0081091,           0.0081091
                 193,              0.0302,            0.012833,           0.0053682,             0.89931,             0.88898,             0.92943,             0.67153,            0.028775,           0.0073775,           0.0029788,           0.0080992,           0.0080992,           0.0080992
                 194,            0.028383,            0.012983,           0.0060489,             0.91803,             0.87396,             0.94106,             0.66902,            0.027866,            0.006982,           0.0034708,           0.0080893,           0.0080893,           0.0080893
                 195,            0.028089,            0.013165,           0.0058067,             0.94313,             0.89048,              0.9407,             0.66487,            0.028281,           0.0072509,           0.0028916,           0.0080794,           0.0080794,           0.0080794
                 196,            0.027826,             0.01272,           0.0056522,             0.92326,             0.90431,             0.95814,             0.68222,            0.028385,           0.0070252,           0.0029872,           0.0080695,           0.0080695,           0.0080695
                 197,            0.028842,            0.013348,           0.0056607,             0.94269,             0.90351,             0.95053,             0.69645,            0.028501,           0.0067838,           0.0028128,           0.0080596,           0.0080596,           0.0080596
                 198,            0.028199,            0.013323,           0.0048762,             0.90667,             0.92769,             0.96269,             0.69043,            0.026638,           0.0068175,           0.0030909,           0.0080497,           0.0080497,           0.0080497
                 199,            0.027707,            0.013024,           0.0048584,             0.94494,             0.88125,             0.94552,             0.72329,             0.02671,           0.0069277,           0.0024801,           0.0080398,           0.0080398,           0.0080398
                 200,            0.029596,            0.012398,           0.0065358,             0.86174,              0.8936,             0.90172,             0.67158,            0.026282,           0.0072026,           0.0032719,           0.0080299,           0.0080299,           0.0080299
                 201,            0.027828,            0.012412,           0.0048489,             0.92081,             0.91993,             0.95203,             0.71431,            0.026654,           0.0069821,           0.0038791,             0.00802,             0.00802,             0.00802
                 202,             0.02772,            0.012693,            0.005413,             0.90351,             0.89395,             0.93203,             0.68918,            0.027722,           0.0071799,           0.0040119,           0.0080101,           0.0080101,           0.0080101
                 203,            0.027977,            0.013146,           0.0054276,             0.93619,             0.91705,              0.9464,             0.70152,            0.029056,           0.0070181,           0.0039014,           0.0080002,           0.0080002,           0.0080002
                 204,            0.027681,            0.012385,           0.0049842,             0.91989,             0.94458,             0.94842,             0.69321,            0.029686,           0.0069075,           0.0027075,           0.0079903,           0.0079903,           0.0079903
                 205,            0.028636,            0.012788,           0.0065896,             0.93235,             0.91304,             0.94668,             0.67257,            0.030963,             0.00693,           0.0039196,           0.0079804,           0.0079804,           0.0079804
                 206,            0.028463,            0.012404,           0.0047959,             0.92555,              0.9107,             0.94839,             0.66005,            0.030391,           0.0069541,           0.0030121,           0.0079705,           0.0079705,           0.0079705
                 207,            0.027185,            0.012159,           0.0050744,             0.87194,              0.9362,             0.91234,             0.65389,            0.028487,           0.0068663,           0.0040961,           0.0079606,           0.0079606,           0.0079606
                 208,            0.028701,            0.012943,           0.0048527,             0.93781,             0.92404,             0.96334,             0.69712,            0.028574,           0.0070603,           0.0029171,           0.0079507,           0.0079507,           0.0079507
                 209,            0.027272,            0.012671,            0.004938,             0.93736,             0.92011,             0.96146,             0.71574,            0.028471,           0.0070528,           0.0021823,           0.0079408,           0.0079408,           0.0079408
                 210,            0.027596,            0.012257,           0.0050291,             0.90031,             0.93874,             0.96022,             0.66552,            0.030299,           0.0072788,           0.0030555,           0.0079309,           0.0079309,           0.0079309
                 211,            0.028892,             0.01255,            0.005601,             0.94046,             0.93793,             0.95462,             0.67828,            0.029895,           0.0070544,           0.0027127,            0.007921,            0.007921,            0.007921
                 212,            0.027574,            0.013187,           0.0047999,             0.92764,             0.93194,             0.96249,             0.67818,             0.02792,            0.006795,           0.0024868,           0.0079111,           0.0079111,           0.0079111
                 213,            0.026889,            0.012611,           0.0041399,             0.92367,             0.93256,              0.9455,             0.67996,            0.028311,           0.0071593,           0.0045605,           0.0079012,           0.0079012,           0.0079012
                 214,            0.027333,            0.012155,           0.0045761,             0.91509,              0.9426,             0.95356,             0.69012,            0.027954,           0.0071305,           0.0033278,           0.0078913,           0.0078913,           0.0078913
                 215,            0.028105,            0.012357,           0.0054006,             0.94473,              0.8663,              0.9276,             0.68611,             0.02845,           0.0068296,           0.0021355,           0.0078814,           0.0078814,           0.0078814
                 216,            0.028196,            0.012607,            0.004666,             0.93057,             0.92783,             0.95506,             0.70751,            0.028387,           0.0067567,           0.0023519,           0.0078715,           0.0078715,           0.0078715
                 217,            0.027423,             0.01278,           0.0053349,             0.93456,              0.8904,             0.93571,             0.68432,            0.026924,           0.0068683,           0.0033622,           0.0078616,           0.0078616,           0.0078616
                 218,            0.027376,            0.012931,           0.0051424,             0.93558,             0.91515,             0.94487,             0.69111,            0.028957,           0.0069394,           0.0018703,           0.0078517,           0.0078517,           0.0078517
                 219,            0.027516,            0.013103,           0.0052819,             0.93527,             0.93994,             0.96487,             0.67038,            0.029828,           0.0069936,           0.0019698,           0.0078418,           0.0078418,           0.0078418
                 220,            0.026869,            0.012801,            0.004637,             0.91043,             0.91589,             0.96402,             0.71325,            0.029309,           0.0073434,           0.0020423,           0.0078319,           0.0078319,           0.0078319
                 221,            0.027186,            0.012522,           0.0059525,             0.90216,             0.94209,             0.96852,             0.71045,            0.028885,           0.0071505,           0.0018666,            0.007822,            0.007822,            0.007822
                 222,            0.026302,            0.012084,            0.005216,             0.91482,                0.87,             0.93828,             0.70079,            0.029828,           0.0070824,           0.0024847,           0.0078121,           0.0078121,           0.0078121
                 223,            0.026946,            0.012604,           0.0054743,              0.9275,             0.87227,             0.93866,             0.70845,              0.0276,           0.0072183,           0.0022485,           0.0078022,           0.0078022,           0.0078022
                 224,            0.027088,            0.012693,           0.0048794,             0.86593,             0.91652,             0.94077,             0.69237,            0.031526,           0.0068831,           0.0020638,           0.0077923,           0.0077923,           0.0077923
                 225,            0.027553,            0.011949,           0.0057369,             0.92472,             0.82811,             0.93471,             0.67918,            0.030695,           0.0070531,           0.0032785,           0.0077824,           0.0077824,           0.0077824
                 226,            0.026807,            0.012033,           0.0048854,             0.93782,             0.88944,             0.95449,             0.70114,            0.027813,           0.0070498,           0.0030789,           0.0077725,           0.0077725,           0.0077725
                 227,            0.027708,            0.012572,           0.0053254,             0.90399,             0.94458,             0.95552,             0.70791,             0.03009,           0.0069631,           0.0022627,           0.0077626,           0.0077626,           0.0077626
                 228,            0.027436,            0.012188,           0.0051137,             0.95322,              0.8759,             0.94833,             0.67863,            0.030266,           0.0070092,           0.0025183,           0.0077527,           0.0077527,           0.0077527
                 229,            0.026753,            0.012429,           0.0053326,             0.93506,             0.90642,             0.94902,             0.69598,            0.029117,           0.0068489,            0.001597,           0.0077428,           0.0077428,           0.0077428
                 230,            0.027067,            0.012776,           0.0047429,             0.88056,             0.95441,             0.95884,             0.69904,            0.028711,           0.0070631,            0.002898,           0.0077329,           0.0077329,           0.0077329
                 231,            0.026782,             0.01262,           0.0042145,             0.90055,             0.93254,              0.9652,             0.69641,            0.029174,           0.0069295,           0.0021601,            0.007723,            0.007723,            0.007723
                 232,            0.026426,            0.012225,           0.0052754,             0.92756,             0.90028,             0.95829,             0.71305,            0.027358,           0.0068051,           0.0036244,           0.0077131,           0.0077131,           0.0077131
                 233,            0.026307,            0.012695,           0.0051646,              0.9055,              0.9194,             0.93916,              0.7019,            0.029199,           0.0069265,           0.0045372,           0.0077032,           0.0077032,           0.0077032
                 234,             0.02742,            0.012742,           0.0051827,             0.83799,             0.90973,             0.93186,             0.68259,            0.029217,           0.0068143,           0.0063805,           0.0076933,           0.0076933,           0.0076933
                 235,            0.027112,            0.012159,           0.0058158,             0.94349,             0.87801,             0.94705,              0.7027,            0.027369,           0.0068884,            0.003335,           0.0076834,           0.0076834,           0.0076834
                 236,            0.026343,            0.011993,           0.0054311,             0.89963,             0.90234,             0.94218,             0.70332,            0.028468,           0.0069508,           0.0022887,           0.0076735,           0.0076735,           0.0076735
                 237,            0.026351,            0.012294,           0.0044083,             0.89534,             0.92862,             0.94322,             0.70533,            0.029065,           0.0067435,           0.0013372,           0.0076636,           0.0076636,           0.0076636
                 238,             0.02663,            0.012466,            0.004708,             0.93844,             0.93593,             0.95651,             0.69446,             0.02869,           0.0068343,           0.0014166,           0.0076537,           0.0076537,           0.0076537
                 239,            0.026404,            0.011651,           0.0039679,             0.91849,             0.92792,              0.9522,             0.69433,            0.028161,           0.0072034,           0.0033077,           0.0076438,           0.0076438,           0.0076438
                 240,            0.026559,            0.012429,           0.0045405,             0.86064,             0.89388,             0.92436,             0.67897,            0.028569,           0.0072469,           0.0034887,           0.0076339,           0.0076339,           0.0076339
                 241,            0.025967,            0.012632,           0.0040357,             0.90875,             0.93079,             0.95232,             0.68515,            0.028305,           0.0068862,           0.0041386,            0.007624,            0.007624,            0.007624
                 242,            0.025933,            0.012399,           0.0040978,             0.94073,             0.88435,             0.93417,              0.6869,            0.028751,           0.0065433,           0.0025982,           0.0076141,           0.0076141,           0.0076141
                 243,            0.026862,            0.012044,           0.0048166,             0.92452,             0.90405,             0.94467,             0.68596,            0.028608,           0.0068736,           0.0026911,           0.0076042,           0.0076042,           0.0076042
                 244,            0.026109,            0.011862,           0.0045971,              0.9355,              0.8723,             0.93115,             0.67847,             0.02836,           0.0068527,           0.0029017,           0.0075943,           0.0075943,           0.0075943
                 245,            0.025696,            0.012338,           0.0048313,             0.91967,             0.93424,             0.94007,             0.66809,            0.029315,           0.0070635,           0.0017757,           0.0075844,           0.0075844,           0.0075844
                 246,            0.026809,            0.011651,           0.0039851,             0.92584,             0.92443,             0.94271,             0.66969,            0.029987,           0.0068776,           0.0013848,           0.0075745,           0.0075745,           0.0075745
                 247,            0.026698,            0.012373,           0.0044914,             0.92475,             0.93646,             0.95301,             0.70094,            0.027566,           0.0065076,            0.001686,           0.0075646,           0.0075646,           0.0075646
                 248,            0.025326,            0.012222,           0.0048969,             0.92225,             0.94652,              0.9636,             0.70633,            0.027414,           0.0066726,           0.0014656,           0.0075547,           0.0075547,           0.0075547
                 249,            0.026864,            0.011811,           0.0048982,             0.95906,             0.90396,             0.95086,             0.69734,             0.02879,           0.0069467,           0.0017455,           0.0075448,           0.0075448,           0.0075448
                 250,            0.025522,            0.012086,           0.0056656,             0.93488,             0.91683,             0.95454,             0.70343,            0.028912,           0.0068957,           0.0018429,           0.0075349,           0.0075349,           0.0075349
                 251,            0.026103,            0.012011,           0.0038339,             0.91568,             0.90584,             0.95177,             0.68171,            0.030032,           0.0069594,           0.0017304,            0.007525,            0.007525,            0.007525
                 252,            0.025938,            0.012535,           0.0047738,             0.92258,             0.88436,             0.93552,             0.68147,            0.028776,           0.0069305,           0.0017377,           0.0075151,           0.0075151,           0.0075151
                 253,            0.025877,            0.012072,           0.0047605,             0.87764,             0.94165,             0.94031,             0.70409,            0.028163,           0.0068011,           0.0020124,           0.0075052,           0.0075052,           0.0075052
                 254,             0.02609,            0.012336,           0.0041957,             0.90051,             0.94697,              0.9404,             0.69574,            0.028475,           0.0067002,           0.0019073,           0.0074953,           0.0074953,           0.0074953
                 255,            0.026058,            0.012275,           0.0055489,             0.92707,             0.90886,             0.94495,             0.69042,            0.028091,           0.0067335,            0.001565,           0.0074854,           0.0074854,           0.0074854
                 256,            0.026184,            0.012215,           0.0054482,             0.90391,             0.92839,             0.94347,             0.68799,            0.027931,           0.0069868,           0.0023325,           0.0074755,           0.0074755,           0.0074755
                 257,            0.025725,            0.012412,           0.0055883,              0.9486,             0.90887,              0.9533,             0.68883,            0.028895,           0.0069342,           0.0022399,           0.0074656,           0.0074656,           0.0074656
                 258,            0.026451,            0.012052,           0.0044888,             0.91426,             0.93928,              0.9683,             0.70501,            0.028722,           0.0069518,           0.0016711,           0.0074557,           0.0074557,           0.0074557
                 259,            0.025962,            0.012573,            0.003555,             0.93275,             0.90191,             0.96118,             0.71055,            0.028358,           0.0069276,           0.0019595,           0.0074458,           0.0074458,           0.0074458
                 260,            0.025595,            0.012173,           0.0043776,             0.91296,             0.91567,             0.95824,             0.71569,             0.02839,           0.0068415,            0.001992,           0.0074359,           0.0074359,           0.0074359
                 261,            0.026026,            0.011601,           0.0040242,             0.95409,             0.87923,             0.94653,             0.68806,            0.028687,           0.0068328,           0.0017808,            0.007426,            0.007426,            0.007426
                 262,            0.025674,            0.012015,           0.0047537,              0.9317,             0.92137,               0.962,             0.68784,            0.029005,           0.0069332,            0.002148,           0.0074161,           0.0074161,           0.0074161
                 263,            0.026033,            0.011928,            0.003621,             0.87472,              0.8945,             0.93604,             0.68805,             0.02888,           0.0069427,           0.0040551,           0.0074062,           0.0074062,           0.0074062
                 264,            0.025613,            0.011923,           0.0047241,             0.94552,             0.88211,              0.9473,             0.69417,            0.028759,            0.007029,           0.0020398,           0.0073963,           0.0073963,           0.0073963
                 265,              0.0254,            0.011905,           0.0041923,             0.91175,             0.93156,             0.95557,             0.70306,             0.02799,           0.0071144,           0.0017339,           0.0073864,           0.0073864,           0.0073864
                 266,            0.024722,             0.01162,            0.004388,             0.93432,             0.92481,             0.95064,             0.69347,            0.028619,           0.0071218,           0.0019269,           0.0073765,           0.0073765,           0.0073765
                 267,            0.025764,            0.011605,           0.0035967,             0.91988,             0.90164,             0.91839,             0.67582,            0.029317,           0.0070593,           0.0025751,           0.0073666,           0.0073666,           0.0073666
                 268,            0.025002,            0.011373,           0.0034528,             0.91916,             0.90185,              0.9444,             0.70017,            0.029046,           0.0070685,           0.0016957,           0.0073567,           0.0073567,           0.0073567
                 269,            0.025695,            0.012029,           0.0042625,             0.92517,             0.92215,             0.95486,             0.70469,            0.028931,           0.0072618,           0.0016217,           0.0073468,           0.0073468,           0.0073468
                 270,            0.024692,            0.012061,           0.0042972,             0.92571,             0.90832,             0.95171,             0.70125,            0.027723,           0.0071872,           0.0018935,           0.0073369,           0.0073369,           0.0073369
                 271,            0.025117,            0.011257,           0.0045685,             0.91678,             0.91291,             0.94929,             0.69618,            0.029318,           0.0070401,           0.0019009,            0.007327,            0.007327,            0.007327
                 272,            0.025067,            0.011776,           0.0046275,             0.90154,             0.93089,             0.94878,             0.70801,            0.028685,           0.0070109,           0.0017636,           0.0073171,           0.0073171,           0.0073171
                 273,            0.025146,            0.011814,           0.0046541,             0.94971,             0.86736,             0.93499,             0.68298,            0.029291,           0.0072491,           0.0014905,           0.0073072,           0.0073072,           0.0073072
                 274,            0.024512,            0.011856,           0.0034452,              0.9388,             0.88218,             0.94694,             0.69344,            0.029047,           0.0071408,           0.0019425,           0.0072973,           0.0072973,           0.0072973
                 275,            0.025787,            0.011581,           0.0040645,               0.939,             0.86228,             0.93972,             0.68438,            0.029715,            0.006908,           0.0021494,           0.0072874,           0.0072874,           0.0072874
                 276,            0.025511,            0.011409,           0.0042821,             0.89544,             0.92792,             0.94735,             0.69966,            0.027734,           0.0069021,           0.0043317,           0.0072775,           0.0072775,           0.0072775
                 277,            0.024221,            0.011765,           0.0039442,             0.91291,             0.94057,              0.9526,             0.71706,            0.027434,           0.0069695,           0.0031985,           0.0072676,           0.0072676,           0.0072676
                 278,            0.024322,             0.01208,           0.0044505,             0.92438,             0.95693,              0.9601,             0.68946,            0.027766,           0.0072007,           0.0014395,           0.0072577,           0.0072577,           0.0072577
                 279,             0.02474,            0.011652,           0.0046385,             0.93244,             0.93856,             0.95983,             0.70226,            0.028559,           0.0068964,           0.0018481,           0.0072478,           0.0072478,           0.0072478
                 280,            0.024412,            0.012089,           0.0045887,             0.95184,             0.89726,             0.95922,             0.70622,            0.028433,            0.006966,           0.0028451,           0.0072379,           0.0072379,           0.0072379
                 281,             0.02425,            0.012185,           0.0034724,             0.91385,             0.92633,             0.95665,             0.72272,            0.027805,           0.0069245,           0.0035239,            0.007228,            0.007228,            0.007228
                 282,            0.024045,            0.011513,           0.0035969,             0.94108,             0.92578,             0.96034,             0.72232,            0.028242,           0.0069553,           0.0038115,           0.0072181,           0.0072181,           0.0072181
                 283,             0.02412,            0.011933,           0.0039773,             0.91695,              0.9047,             0.94774,             0.69319,            0.028519,           0.0069986,           0.0017696,           0.0072082,           0.0072082,           0.0072082
                 284,            0.024974,            0.012016,           0.0051934,             0.92812,              0.9323,             0.95178,             0.70099,             0.02845,           0.0070444,            0.001317,           0.0071983,           0.0071983,           0.0071983
                 285,            0.025708,            0.011816,           0.0038769,             0.94555,             0.94184,             0.96043,             0.70089,            0.028562,           0.0066991,            0.001793,           0.0071884,           0.0071884,           0.0071884
                 286,            0.024925,            0.011752,           0.0043811,             0.93473,             0.93722,             0.95754,              0.6835,            0.029028,           0.0067828,           0.0014793,           0.0071785,           0.0071785,           0.0071785
                 287,            0.025171,            0.011688,           0.0040931,             0.91756,              0.9216,             0.95161,             0.71079,            0.028008,           0.0068641,           0.0015657,           0.0071686,           0.0071686,           0.0071686
                 288,            0.024834,            0.011638,             0.00396,             0.94317,              0.8978,             0.95057,             0.70707,            0.027147,           0.0069714,           0.0016117,           0.0071587,           0.0071587,           0.0071587
                 289,            0.025123,            0.010938,           0.0036936,             0.92427,             0.91739,             0.93721,             0.67331,            0.029846,           0.0069418,           0.0020096,           0.0071488,           0.0071488,           0.0071488
                 290,            0.025506,            0.011193,           0.0038232,             0.92116,             0.92994,             0.94018,             0.69688,            0.028668,           0.0068536,           0.0028369,           0.0071389,           0.0071389,           0.0071389
                 291,            0.024437,            0.011543,           0.0044897,             0.92909,             0.92145,             0.93939,              0.6893,            0.027174,           0.0069182,           0.0036006,            0.007129,            0.007129,            0.007129
                 292,            0.023896,            0.011133,           0.0046683,             0.93152,             0.93268,             0.95469,             0.71074,            0.026745,           0.0067577,           0.0033586,           0.0071191,           0.0071191,           0.0071191
                 293,            0.023347,            0.011642,           0.0029995,             0.90252,             0.94298,             0.96157,              0.7214,            0.026675,           0.0065304,           0.0029209,           0.0071092,           0.0071092,           0.0071092
                 294,            0.023342,            0.011513,           0.0034314,             0.92884,             0.94725,             0.96824,              0.7154,            0.026938,            0.006767,           0.0019512,           0.0070993,           0.0070993,           0.0070993
                 295,            0.025455,            0.011884,           0.0041387,             0.92366,             0.94801,             0.96968,             0.71665,            0.027767,           0.0066546,           0.0014537,           0.0070894,           0.0070894,           0.0070894
                 296,            0.024685,            0.011864,           0.0035017,             0.91914,             0.94182,             0.95113,             0.70093,            0.028618,           0.0067993,           0.0014077,           0.0070795,           0.0070795,           0.0070795
                 297,            0.024377,            0.011236,           0.0034697,             0.91732,             0.92989,             0.94102,             0.68076,            0.029733,           0.0068887,           0.0017759,           0.0070696,           0.0070696,           0.0070696
                 298,            0.024424,            0.012055,           0.0035512,             0.91912,             0.93184,             0.96041,             0.69811,            0.028554,           0.0067395,           0.0019343,           0.0070597,           0.0070597,           0.0070597
                 299,            0.024409,            0.011344,           0.0054835,             0.92354,             0.89402,             0.95447,             0.70765,            0.028058,           0.0068359,           0.0018771,           0.0070498,           0.0070498,           0.0070498
                 300,            0.023511,            0.011716,           0.0032538,             0.93786,             0.88307,             0.95165,             0.72035,            0.027767,            0.006925,           0.0017964,           0.0070399,           0.0070399,           0.0070399
                 301,            0.024024,            0.011524,           0.0047936,             0.93428,             0.86176,             0.94159,             0.70735,            0.027937,           0.0071529,            0.002527,             0.00703,             0.00703,             0.00703
                 302,            0.024649,             0.01192,           0.0046145,             0.92144,             0.85859,             0.92877,             0.68592,            0.028685,           0.0070898,           0.0038477,           0.0070201,           0.0070201,           0.0070201
                 303,            0.024888,            0.011648,           0.0037999,             0.91177,             0.91616,             0.94431,             0.70969,            0.029118,           0.0069061,            0.002486,           0.0070102,           0.0070102,           0.0070102
                 304,            0.024932,            0.011543,           0.0047056,             0.92554,             0.92919,             0.96432,             0.73215,            0.027689,           0.0065669,            0.001363,           0.0070003,           0.0070003,           0.0070003
                 305,            0.025095,            0.011649,           0.0034535,             0.89886,             0.96092,             0.96375,             0.72401,            0.027255,           0.0065555,           0.0020754,           0.0069904,           0.0069904,           0.0069904
                 306,            0.023952,            0.011579,           0.0045767,             0.94515,             0.91917,             0.96044,             0.72668,            0.027998,           0.0069268,            0.003251,           0.0069805,           0.0069805,           0.0069805
                 307,            0.024792,            0.011816,           0.0038628,             0.93891,             0.94024,             0.95584,             0.71665,            0.027841,           0.0070186,           0.0024555,           0.0069706,           0.0069706,           0.0069706
