               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 320,            0.023429,            0.011813,           0.0044184,             0.94674,              0.8781,              0.9251,             0.68474,            0.027701,           0.0066005,           0.0024799,           0.0068419,           0.0068419,           0.0068419
                 321,            0.024373,            0.011761,           0.0042558,             0.91998,             0.88853,              0.9278,             0.68608,            0.027335,           0.0067056,           0.0023685,            0.006832,            0.006832,            0.006832
                 322,            0.024124,            0.011374,           0.0040316,             0.93408,             0.85661,             0.92179,             0.69934,            0.027192,           0.0069163,           0.0026999,           0.0068221,           0.0068221,           0.0068221
                 323,            0.023521,            0.010789,           0.0032122,             0.88084,             0.88029,             0.93125,             0.70566,            0.026421,            0.006782,           0.0067689,           0.0068122,           0.0068122,           0.0068122
                 324,            0.023455,            0.011529,            0.004288,             0.90481,             0.93818,              0.9559,             0.71049,            0.026302,           0.0067072,           0.0054998,           0.0068023,           0.0068023,           0.0068023
                 325,            0.024125,            0.011316,           0.0046224,              0.9321,             0.93855,               0.963,             0.71353,            0.027247,           0.0067204,           0.0022256,           0.0067924,           0.0067924,           0.0067924
                 326,            0.023655,            0.011886,           0.0042445,             0.90783,             0.92432,             0.96398,             0.71085,            0.028337,           0.0069992,           0.0022237,           0.0067825,           0.0067825,           0.0067825
                 327,             0.02372,            0.011348,           0.0042464,             0.89211,             0.94338,             0.96398,             0.70677,            0.028139,           0.0071137,           0.0029957,           0.0067726,           0.0067726,           0.0067726
                 328,             0.02409,            0.011463,           0.0042564,             0.92405,             0.89354,              0.9498,             0.71499,            0.026686,           0.0069428,           0.0023642,           0.0067627,           0.0067627,           0.0067627
                 329,            0.024497,             0.01124,           0.0041786,             0.94112,             0.88548,             0.94603,             0.70649,            0.027651,           0.0069157,            0.002511,           0.0067528,           0.0067528,           0.0067528
                 330,            0.024775,            0.011511,            0.003543,             0.94224,             0.92545,             0.95947,             0.72059,            0.026585,           0.0068356,           0.0039071,           0.0067429,           0.0067429,           0.0067429
                 331,            0.022911,            0.011666,             0.00351,             0.92283,             0.90929,             0.95001,             0.72351,            0.026154,            0.006858,           0.0051348,            0.006733,            0.006733,            0.006733
                 332,            0.023575,            0.010899,           0.0033917,             0.94341,             0.92221,             0.96175,             0.72139,            0.025956,           0.0069424,           0.0029149,           0.0067231,           0.0067231,           0.0067231
                 333,            0.024064,            0.011383,           0.0039323,               0.943,             0.87198,             0.93926,             0.71697,            0.025335,           0.0067029,           0.0017303,           0.0067132,           0.0067132,           0.0067132
                 334,            0.022543,            0.011229,           0.0035303,             0.92252,             0.93258,             0.96197,             0.71814,            0.026012,            0.006787,           0.0014375,           0.0067033,           0.0067033,           0.0067033
                 335,              0.0234,             0.01148,           0.0037801,             0.95734,             0.87979,             0.94883,             0.71022,            0.026578,            0.006817,           0.0014181,           0.0066934,           0.0066934,           0.0066934
                 336,            0.022975,            0.010719,           0.0031687,             0.93037,             0.94239,             0.96881,              0.7247,            0.026063,           0.0066903,           0.0014529,           0.0066835,           0.0066835,           0.0066835
                 337,            0.023237,              0.0104,           0.0043073,             0.93711,             0.95325,             0.96126,             0.72718,            0.025593,           0.0071198,           0.0028978,           0.0066736,           0.0066736,           0.0066736
                 338,            0.023477,            0.011314,           0.0039592,             0.92025,             0.95653,             0.95507,             0.72942,            0.025221,           0.0069888,           0.0051815,           0.0066637,           0.0066637,           0.0066637
                 339,            0.023877,            0.011323,           0.0039833,             0.92676,             0.92564,             0.95359,              0.6941,            0.027261,            0.006955,           0.0022759,           0.0066538,           0.0066538,           0.0066538
                 340,            0.023695,            0.011314,           0.0039704,             0.94204,             0.87276,             0.94751,             0.70086,            0.027493,           0.0068932,             0.00196,           0.0066439,           0.0066439,           0.0066439
                 341,            0.023816,            0.011205,           0.0036161,             0.93129,             0.86654,             0.91745,             0.69272,            0.028097,           0.0069047,           0.0011109,            0.006634,            0.006634,            0.006634
                 342,            0.023454,            0.010985,           0.0041417,             0.93282,              0.8827,             0.93482,             0.70439,            0.026604,            0.006779,           0.0013896,           0.0066241,           0.0066241,           0.0066241
                 343,            0.022561,            0.011013,           0.0037916,             0.92968,             0.93852,             0.96121,             0.73072,            0.026823,           0.0068587,           0.0013096,           0.0066142,           0.0066142,           0.0066142
                 344,             0.02345,             0.01115,            0.003705,             0.94773,             0.94583,             0.95763,             0.71786,            0.027468,           0.0070552,           0.0015179,           0.0066043,           0.0066043,           0.0066043
                 345,            0.023945,            0.010819,           0.0033622,             0.92276,              0.9378,             0.94914,             0.71172,            0.028464,           0.0068767,           0.0022392,           0.0065944,           0.0065944,           0.0065944
                 346,            0.023158,            0.010573,           0.0041613,              0.9195,             0.94109,             0.95912,             0.69758,            0.027988,           0.0065749,           0.0020856,           0.0065845,           0.0065845,           0.0065845
                 347,            0.022921,             0.01088,            0.003202,             0.94275,             0.92976,             0.95853,             0.70275,            0.029411,            0.006711,           0.0028131,           0.0065746,           0.0065746,           0.0065746
                 348,            0.023139,            0.011275,            0.003387,             0.93765,             0.92794,             0.95788,             0.71146,            0.029065,           0.0067966,           0.0022841,           0.0065647,           0.0065647,           0.0065647
                 349,             0.02269,            0.011419,           0.0033682,             0.94656,             0.90569,             0.95702,             0.69659,            0.028643,           0.0067191,           0.0023745,           0.0065548,           0.0065548,           0.0065548
                 350,            0.022461,            0.011109,           0.0043323,             0.95356,             0.87931,             0.93986,             0.70304,            0.028719,           0.0069005,           0.0023163,           0.0065449,           0.0065449,           0.0065449
                 351,            0.023391,              0.0109,           0.0031516,             0.94594,             0.89572,             0.93626,             0.69379,            0.029389,           0.0070943,           0.0018555,            0.006535,            0.006535,            0.006535
                 352,            0.022783,            0.010916,           0.0042548,             0.95616,             0.90253,             0.95628,             0.71226,            0.029086,            0.006907,           0.0018776,           0.0065251,           0.0065251,           0.0065251
                 353,            0.022668,            0.010609,           0.0033959,             0.94626,             0.91211,             0.95798,             0.71559,            0.027566,           0.0068504,           0.0022891,           0.0065152,           0.0065152,           0.0065152
                 354,            0.023105,            0.011576,           0.0039056,              0.9318,             0.92585,             0.95872,             0.70587,            0.027924,           0.0070036,           0.0034161,           0.0065053,           0.0065053,           0.0065053
                 355,            0.022272,            0.010999,           0.0031375,             0.94451,             0.90886,             0.95216,             0.71042,              0.0283,           0.0071805,           0.0022772,           0.0064954,           0.0064954,           0.0064954
                 356,            0.023255,            0.010611,           0.0035357,             0.91891,             0.92271,              0.9513,             0.70804,            0.028993,           0.0072407,           0.0016466,           0.0064855,           0.0064855,           0.0064855
                 357,             0.02224,            0.010942,           0.0032847,             0.94811,             0.92668,             0.94904,             0.71433,            0.028917,           0.0071953,            0.001733,           0.0064756,           0.0064756,           0.0064756
                 358,            0.022598,             0.01109,           0.0031446,             0.93986,              0.8829,             0.93308,             0.69328,            0.028895,           0.0072267,           0.0012383,           0.0064657,           0.0064657,           0.0064657
                 359,            0.022295,            0.011039,           0.0031358,             0.95797,             0.87111,             0.93855,             0.71217,            0.027585,            0.006833,           0.0016521,           0.0064558,           0.0064558,           0.0064558
                 360,            0.022615,            0.011183,           0.0034303,             0.94062,             0.89178,             0.94896,             0.71029,            0.027963,           0.0068729,           0.0017683,           0.0064459,           0.0064459,           0.0064459
                 361,            0.023104,            0.011008,           0.0029689,             0.94166,             0.91844,             0.96296,             0.71693,            0.026579,           0.0070021,           0.0015205,            0.006436,            0.006436,            0.006436
                 362,            0.022626,             0.01101,           0.0028815,             0.94522,             0.91003,             0.95518,             0.71624,            0.026345,           0.0070676,           0.0012574,           0.0064261,           0.0064261,           0.0064261
                 363,            0.022792,            0.011703,           0.0038944,              0.9353,             0.92138,             0.96207,             0.73412,            0.025906,           0.0071197,            0.002057,           0.0064162,           0.0064162,           0.0064162
                 364,            0.022252,            0.010755,           0.0032554,             0.94528,             0.91186,             0.96356,             0.74047,            0.026216,           0.0069686,           0.0021075,           0.0064063,           0.0064063,           0.0064063
                 365,            0.023426,            0.010666,           0.0040415,             0.94535,             0.88491,             0.91499,             0.66423,             0.03017,           0.0069212,           0.0012828,           0.0063964,           0.0063964,           0.0063964
                 366,            0.022731,            0.010617,           0.0036422,             0.93355,             0.84888,             0.91629,             0.66201,            0.032185,            0.007759,           0.0015743,           0.0063865,           0.0063865,           0.0063865
                 367,            0.022648,            0.011249,           0.0045447,             0.85882,             0.90293,             0.90371,             0.64261,            0.032876,           0.0079025,           0.0021759,           0.0063766,           0.0063766,           0.0063766
                 368,            0.023362,            0.011038,           0.0041115,             0.94592,             0.89337,             0.94396,             0.68617,            0.031029,            0.006858,           0.0017135,           0.0063667,           0.0063667,           0.0063667
                 369,            0.023599,            0.011176,            0.004398,             0.90618,             0.88347,             0.93501,             0.70338,            0.029302,           0.0068416,            0.002986,           0.0063568,           0.0063568,           0.0063568
                 370,            0.023822,            0.010863,           0.0045067,             0.94135,             0.88404,             0.96103,             0.72748,             0.02834,           0.0068697,           0.0019216,           0.0063469,           0.0063469,           0.0063469
                 371,            0.022769,            0.010966,           0.0037354,             0.92865,             0.92078,             0.96178,             0.73377,            0.027603,           0.0069506,           0.0014487,            0.006337,            0.006337,            0.006337
                 372,            0.021698,            0.010798,           0.0034582,              0.9334,             0.92005,              0.9642,             0.74288,            0.026885,             0.00682,           0.0012628,           0.0063271,           0.0063271,           0.0063271
                 373,            0.022587,            0.010462,           0.0029925,             0.94063,             0.91543,             0.96114,             0.73307,            0.026039,           0.0068604,           0.0010473,           0.0063172,           0.0063172,           0.0063172
                 374,            0.022659,            0.010575,           0.0041463,             0.95098,             0.88294,             0.94237,             0.72508,            0.026412,           0.0069477,           0.0013668,           0.0063073,           0.0063073,           0.0063073
                 375,            0.022281,            0.011059,           0.0031592,              0.8786,             0.91441,             0.94393,             0.72385,            0.027446,           0.0068838,           0.0023066,           0.0062974,           0.0062974,           0.0062974
                 376,            0.023194,            0.010781,           0.0033157,             0.92685,             0.93421,              0.9604,             0.73366,            0.028257,           0.0068421,           0.0019815,           0.0062875,           0.0062875,           0.0062875
                 377,            0.022677,            0.011392,           0.0032188,             0.95011,             0.90703,               0.957,             0.72076,            0.027644,           0.0067667,            0.001354,           0.0062776,           0.0062776,           0.0062776
                 378,            0.022113,            0.010709,           0.0032517,             0.94321,             0.91327,              0.9582,             0.72187,            0.027496,           0.0069283,           0.0012508,           0.0062677,           0.0062677,           0.0062677
                 379,            0.022359,            0.010781,            0.003538,             0.96241,             0.88356,             0.94977,             0.73477,            0.026938,           0.0067833,           0.0014782,           0.0062578,           0.0062578,           0.0062578
                 380,            0.021764,            0.011277,           0.0028002,             0.94785,             0.92208,              0.9661,             0.73332,            0.027177,            0.006656,           0.0014623,           0.0062479,           0.0062479,           0.0062479
                 381,            0.021871,            0.010758,           0.0030334,             0.95391,             0.90411,             0.96379,             0.73358,            0.027119,           0.0066211,           0.0015936,            0.006238,            0.006238,            0.006238
                 382,            0.021623,            0.010571,           0.0025654,             0.93509,             0.94428,             0.96856,             0.73602,            0.026148,           0.0067311,           0.0013638,           0.0062281,           0.0062281,           0.0062281
                 383,            0.021955,            0.010453,           0.0031732,             0.93171,              0.9425,             0.96785,              0.7317,            0.026337,           0.0068616,           0.0011844,           0.0062182,           0.0062182,           0.0062182
                 384,            0.022504,            0.010962,           0.0036877,             0.91155,              0.9466,             0.96452,             0.72993,            0.025445,           0.0068325,           0.0012164,           0.0062083,           0.0062083,           0.0062083
                 385,            0.021978,            0.010014,           0.0030258,             0.95252,             0.88672,              0.9458,             0.72259,            0.026445,           0.0068002,           0.0016832,           0.0061984,           0.0061984,           0.0061984
                 386,            0.021848,            0.010712,           0.0030941,             0.94755,             0.87947,             0.94742,             0.72598,            0.026715,           0.0069542,           0.0015966,           0.0061885,           0.0061885,           0.0061885
                 387,            0.022977,            0.010294,           0.0033053,             0.95173,             0.88348,              0.9533,             0.72443,            0.027442,           0.0069214,           0.0015384,           0.0061786,           0.0061786,           0.0061786
                 388,            0.022364,            0.010644,           0.0027695,             0.94173,             0.92434,             0.96622,             0.73692,            0.027334,           0.0068906,           0.0015872,           0.0061687,           0.0061687,           0.0061687
                 389,            0.021746,            0.011083,           0.0033678,             0.95681,             0.92409,             0.96394,             0.72608,            0.026859,           0.0067507,           0.0018265,           0.0061588,           0.0061588,           0.0061588
                 390,             0.02145,            0.010732,           0.0032624,             0.93921,             0.93158,             0.96705,             0.73213,            0.026797,           0.0069122,           0.0016662,           0.0061489,           0.0061489,           0.0061489
                 391,            0.021909,            0.010792,           0.0037604,             0.95671,             0.91343,             0.96162,             0.73728,            0.026149,           0.0068359,           0.0016747,            0.006139,            0.006139,            0.006139
                 392,            0.022089,            0.010812,           0.0049309,               0.949,             0.89807,             0.94716,             0.71037,            0.027159,           0.0069196,           0.0013598,           0.0061291,           0.0061291,           0.0061291
                 393,            0.020944,            0.011011,           0.0031766,             0.95484,             0.89331,             0.94895,             0.70665,            0.027671,           0.0069453,           0.0012349,           0.0061192,           0.0061192,           0.0061192
                 394,            0.021149,            0.010662,           0.0026287,             0.92132,             0.95615,             0.96198,             0.71733,            0.027978,           0.0070318,           0.0018241,           0.0061093,           0.0061093,           0.0061093
                 395,            0.023063,            0.010535,           0.0037542,             0.93663,             0.94652,             0.96063,             0.71837,            0.026747,           0.0071206,            0.001908,           0.0060994,           0.0060994,           0.0060994
                 396,            0.022239,            0.010716,           0.0025585,             0.95906,             0.92063,               0.962,              0.7183,            0.026139,           0.0072541,           0.0011551,           0.0060895,           0.0060895,           0.0060895
                 397,            0.022733,            0.010688,           0.0029918,             0.95681,             0.91226,             0.96159,             0.72855,            0.026651,           0.0070691,           0.0011631,           0.0060796,           0.0060796,           0.0060796
                 398,            0.021965,            0.010747,           0.0029731,             0.94907,             0.92189,             0.96293,             0.74015,            0.026816,           0.0069681,           0.0016369,           0.0060697,           0.0060697,           0.0060697
                 399,             0.02181,             0.01107,           0.0030126,             0.93671,             0.94033,             0.96758,             0.73811,             0.02598,           0.0067523,           0.0019589,           0.0060598,           0.0060598,           0.0060598
                 400,            0.022273,            0.010601,           0.0042416,             0.92493,             0.94954,             0.96602,             0.74072,            0.025702,           0.0068558,           0.0018697,           0.0060499,           0.0060499,           0.0060499
                 401,            0.022153,            0.010609,           0.0042233,             0.92192,             0.94967,             0.96368,             0.73797,            0.026657,           0.0068757,           0.0016689,             0.00604,             0.00604,             0.00604
                 402,            0.021685,             0.01062,           0.0022767,             0.92047,              0.9127,             0.95464,             0.73671,            0.026329,           0.0066991,           0.0014569,           0.0060301,           0.0060301,           0.0060301
                 403,            0.023493,            0.010622,           0.0031544,             0.91784,             0.90097,             0.95325,             0.74681,             0.02605,           0.0067168,           0.0016968,           0.0060202,           0.0060202,           0.0060202
                 404,            0.022113,            0.010652,           0.0039499,             0.94719,              0.8751,             0.94556,             0.73392,            0.025408,           0.0069143,           0.0021739,           0.0060103,           0.0060103,           0.0060103
                 405,            0.021236,            0.010984,           0.0035322,             0.93425,             0.91423,             0.94921,             0.72265,            0.025721,           0.0068932,           0.0028859,           0.0060004,           0.0060004,           0.0060004
                 406,            0.021477,            0.010731,            0.002799,             0.93618,             0.90173,             0.94601,             0.71628,            0.025752,           0.0068756,           0.0026769,           0.0059905,           0.0059905,           0.0059905
                 407,            0.021869,            0.010085,           0.0029989,             0.92586,             0.92383,             0.95538,             0.73028,            0.026079,           0.0071588,            0.002623,           0.0059806,           0.0059806,           0.0059806
                 408,            0.022622,            0.010844,           0.0035344,             0.94447,             0.90488,              0.9608,             0.74198,            0.026511,           0.0070898,           0.0026497,           0.0059707,           0.0059707,           0.0059707
                 409,            0.022011,            0.010357,           0.0036282,             0.94671,             0.90457,             0.95989,             0.73618,            0.026355,            0.006887,           0.0019639,           0.0059608,           0.0059608,           0.0059608
                 410,            0.021059,            0.010972,           0.0030408,             0.94942,             0.90006,             0.95782,             0.73463,            0.026505,            0.006826,           0.0024356,           0.0059509,           0.0059509,           0.0059509
                 411,            0.020974,            0.010294,             0.00243,              0.9464,             0.90488,             0.96148,             0.73961,            0.027202,           0.0068012,            0.001344,            0.005941,            0.005941,            0.005941
                 412,            0.021166,            0.011163,            0.002671,             0.91705,             0.93375,             0.96321,             0.74443,            0.027439,           0.0068391,           0.0012178,           0.0059311,           0.0059311,           0.0059311
                 413,            0.021078,            0.010934,            0.002329,              0.9483,             0.92629,             0.96782,             0.74179,            0.027221,            0.006763,           0.0011899,           0.0059212,           0.0059212,           0.0059212
                 414,            0.022216,            0.010208,           0.0032042,             0.94701,             0.91147,             0.95469,             0.72556,            0.026775,           0.0066597,           0.0012999,           0.0059113,           0.0059113,           0.0059113
                 415,            0.021723,            0.010768,           0.0032866,             0.93119,             0.91982,             0.95687,             0.72869,            0.025617,           0.0068024,            0.001446,           0.0059014,           0.0059014,           0.0059014
                 416,            0.021659,            0.010679,           0.0037648,             0.96464,             0.89961,             0.96815,             0.74705,            0.026164,           0.0068654,           0.0015305,           0.0058915,           0.0058915,           0.0058915
                 417,            0.022361,            0.010332,           0.0030659,             0.93152,             0.93943,              0.9649,             0.73347,            0.025831,           0.0070223,           0.0015129,           0.0058816,           0.0058816,           0.0058816
                 418,            0.021631,            0.010846,           0.0029227,             0.91069,             0.92745,              0.9597,             0.72048,             0.02614,           0.0069571,           0.0019426,           0.0058717,           0.0058717,           0.0058717
                 419,            0.020433,            0.010297,           0.0027047,             0.92947,             0.89552,             0.95224,             0.71786,            0.026452,           0.0068266,           0.0021117,           0.0058618,           0.0058618,           0.0058618
                 420,            0.020737,            0.010223,           0.0027204,             0.91113,             0.93585,             0.96263,             0.71842,            0.026279,           0.0067948,            0.002095,           0.0058519,           0.0058519,           0.0058519
                 421,            0.021695,            0.010073,           0.0029717,             0.93608,             0.94125,              0.9629,             0.72113,            0.026575,           0.0068319,           0.0016151,            0.005842,            0.005842,            0.005842
                 422,            0.021316,             0.01058,           0.0028715,             0.95097,              0.9367,             0.96665,             0.72971,            0.026127,           0.0068502,           0.0017968,           0.0058321,           0.0058321,           0.0058321
                 423,            0.021611,            0.010439,           0.0028239,             0.93733,             0.95952,             0.96869,              0.7356,            0.026293,            0.007021,           0.0022049,           0.0058222,           0.0058222,           0.0058222
                 424,            0.021534,            0.010722,           0.0038063,             0.95758,             0.91485,             0.97022,             0.74029,            0.026234,           0.0070166,           0.0017757,           0.0058123,           0.0058123,           0.0058123
                 425,            0.021515,            0.010267,           0.0026529,             0.94203,             0.91906,             0.96943,              0.7528,            0.025659,           0.0069911,            0.001964,           0.0058024,           0.0058024,           0.0058024
                 426,            0.021053,            0.009972,           0.0034368,             0.94905,              0.9128,             0.96836,             0.73748,            0.025777,           0.0068198,           0.0014717,           0.0057925,           0.0057925,           0.0057925
                 427,            0.022423,            0.010573,           0.0045543,             0.93934,             0.92805,             0.96805,             0.73103,            0.025848,           0.0067137,           0.0012678,           0.0057826,           0.0057826,           0.0057826
                 428,            0.022372,            0.010483,           0.0030128,             0.91625,             0.93377,             0.95451,             0.73151,            0.026776,           0.0066961,           0.0013041,           0.0057727,           0.0057727,           0.0057727
                 429,            0.021862,            0.010733,            0.003851,             0.93483,             0.89916,             0.95127,             0.72065,            0.028953,           0.0065868,           0.0013467,           0.0057628,           0.0057628,           0.0057628
                 430,            0.021393,             0.01062,           0.0027325,              0.9199,             0.91467,             0.95402,             0.71294,            0.028066,           0.0067634,           0.0017271,           0.0057529,           0.0057529,           0.0057529
                 431,            0.020705,            0.010432,           0.0036772,             0.94171,             0.90173,             0.95695,             0.73768,            0.026612,           0.0069123,           0.0015867,            0.005743,            0.005743,            0.005743
                 432,            0.021524,            0.010522,           0.0029156,             0.92148,              0.9338,             0.96517,             0.74083,             0.02676,           0.0067728,           0.0015315,           0.0057331,           0.0057331,           0.0057331
                 433,            0.021151,            0.011056,           0.0028313,             0.93063,             0.93016,              0.9655,             0.74669,            0.026054,           0.0067202,           0.0016339,           0.0057232,           0.0057232,           0.0057232
                 434,            0.020654,            0.010868,           0.0029132,             0.95704,             0.91026,             0.96876,             0.74884,            0.025317,           0.0066479,           0.0016572,           0.0057133,           0.0057133,           0.0057133
                 435,            0.021132,            0.010563,           0.0027367,             0.93205,             0.92799,             0.97091,             0.75117,            0.025665,           0.0068354,            0.001613,           0.0057034,           0.0057034,           0.0057034
                 436,            0.021355,              0.0107,           0.0023393,             0.95242,             0.90507,             0.95478,             0.72894,              0.0259,           0.0069303,           0.0016168,           0.0056935,           0.0056935,           0.0056935
                 437,            0.020329,            0.010613,           0.0028118,             0.95193,             0.90443,             0.94773,             0.72719,            0.025784,           0.0069888,           0.0028516,           0.0056836,           0.0056836,           0.0056836
                 438,            0.020953,            0.010591,           0.0029718,              0.9568,             0.89931,             0.94914,              0.7302,            0.025806,           0.0069824,           0.0021191,           0.0056737,           0.0056737,           0.0056737
                 439,            0.021252,            0.010579,           0.0031413,             0.96045,             0.88647,             0.95484,              0.7328,            0.025941,           0.0068005,           0.0015826,           0.0056638,           0.0056638,           0.0056638
                 440,            0.020113,           0.0099193,           0.0031253,             0.90444,             0.95001,             0.95437,             0.73535,            0.025358,           0.0068433,           0.0017582,           0.0056539,           0.0056539,           0.0056539
                 441,            0.022394,            0.010343,           0.0030173,             0.96022,             0.87201,             0.95096,             0.73907,            0.026076,           0.0066396,           0.0023383,            0.005644,            0.005644,            0.005644
                 442,            0.020452,            0.010585,            0.002455,             0.94084,              0.8933,             0.95675,             0.73599,            0.025852,           0.0064557,           0.0013833,           0.0056341,           0.0056341,           0.0056341
                 443,            0.020648,            0.010159,           0.0023359,             0.92296,              0.9462,              0.9669,              0.7397,            0.026195,            0.006446,           0.0013475,           0.0056242,           0.0056242,           0.0056242
                 444,            0.020471,           0.0099463,           0.0027142,             0.93819,             0.94055,             0.96904,             0.73043,            0.026029,           0.0066014,           0.0014881,           0.0056143,           0.0056143,           0.0056143
                 445,            0.020503,            0.010414,           0.0026376,             0.92442,             0.95123,             0.96938,             0.73376,            0.026167,           0.0066759,           0.0014782,           0.0056044,           0.0056044,           0.0056044
                 446,            0.020563,            0.010469,           0.0027671,             0.92573,             0.94634,             0.96903,             0.73062,            0.026583,           0.0064888,           0.0015249,           0.0055945,           0.0055945,           0.0055945
                 447,            0.020255,            0.010241,           0.0027842,             0.93628,             0.93025,             0.96697,             0.74608,            0.026624,           0.0065749,           0.0014249,           0.0055846,           0.0055846,           0.0055846
                 448,            0.021208,            0.010479,           0.0028509,             0.95224,             0.89781,             0.95691,             0.73752,             0.02713,             0.00674,           0.0013396,           0.0055747,           0.0055747,           0.0055747
                 449,            0.021209,              0.0105,           0.0030107,             0.94546,             0.89929,             0.95699,             0.72556,             0.02787,           0.0069556,           0.0013863,           0.0055648,           0.0055648,           0.0055648
                 450,            0.021423,            0.010125,           0.0027787,              0.9382,             0.91577,             0.94984,             0.71943,             0.02775,           0.0069695,           0.0012973,           0.0055549,           0.0055549,           0.0055549
                 451,            0.020671,            0.010304,           0.0024388,             0.93898,             0.93282,             0.96073,             0.73907,            0.027367,           0.0068491,           0.0012638,            0.005545,            0.005545,            0.005545
                 452,            0.020734,           0.0097782,           0.0027361,             0.93025,              0.9368,             0.96397,             0.73704,            0.026926,           0.0067155,           0.0011666,           0.0055351,           0.0055351,           0.0055351
                 453,            0.020564,            0.010252,           0.0023498,             0.92807,             0.93784,             0.96447,             0.74142,            0.026496,           0.0067609,            0.001626,           0.0055252,           0.0055252,           0.0055252
                 454,            0.022253,            0.010024,           0.0038371,             0.94016,             0.90701,             0.96101,              0.7421,            0.026893,           0.0069934,           0.0015263,           0.0055153,           0.0055153,           0.0055153
                 455,            0.021687,             0.01044,           0.0030925,             0.93337,             0.90568,             0.96072,             0.74581,            0.026706,           0.0069464,           0.0020175,           0.0055054,           0.0055054,           0.0055054
                 456,            0.020104,            0.010312,           0.0028116,             0.94699,             0.89286,             0.96046,             0.74275,            0.026198,           0.0068256,           0.0017622,           0.0054955,           0.0054955,           0.0054955
                 457,            0.021094,           0.0097034,           0.0035531,             0.95198,             0.89447,              0.9572,              0.7322,            0.026825,           0.0066929,           0.0015089,           0.0054856,           0.0054856,           0.0054856
                 458,            0.020158,            0.010061,           0.0041068,             0.94583,             0.89009,             0.95389,             0.72438,            0.026402,           0.0065881,           0.0014757,           0.0054757,           0.0054757,           0.0054757
                 459,            0.021278,            0.010554,           0.0031597,             0.90027,             0.94081,             0.96455,             0.74441,            0.026661,            0.006709,           0.0011558,           0.0054658,           0.0054658,           0.0054658
                 460,            0.020961,            0.010863,           0.0035398,             0.93654,             0.92555,             0.96109,             0.73453,            0.026159,           0.0067271,           0.0012467,           0.0054559,           0.0054559,           0.0054559
                 461,            0.020003,            0.010003,           0.0033123,             0.94002,             0.95241,             0.96745,             0.74052,             0.02613,           0.0068738,           0.0010748,            0.005446,            0.005446,            0.005446
                 462,            0.020388,            0.010129,           0.0036615,             0.92374,             0.94119,             0.96823,             0.73499,            0.026345,           0.0067269,           0.0011536,           0.0054361,           0.0054361,           0.0054361
                 463,            0.020639,            0.010052,           0.0033816,             0.93722,             0.92511,             0.96371,             0.74317,            0.026807,            0.006717,           0.0012612,           0.0054262,           0.0054262,           0.0054262
                 464,             0.02133,           0.0098317,           0.0023303,             0.93497,             0.90742,              0.9483,             0.73167,            0.027276,           0.0066751,           0.0013636,           0.0054163,           0.0054163,           0.0054163
                 465,            0.021381,            0.010182,           0.0027529,              0.9482,             0.89339,             0.94869,             0.73008,            0.027056,           0.0066864,           0.0013476,           0.0054064,           0.0054064,           0.0054064
                 466,            0.020451,            0.010028,           0.0020952,             0.95038,             0.89388,             0.95246,             0.73407,            0.026942,           0.0066773,           0.0012165,           0.0053965,           0.0053965,           0.0053965
                 467,            0.020851,            0.010009,           0.0032843,              0.9498,             0.89075,             0.95345,             0.73303,             0.02646,           0.0066692,            0.001184,           0.0053866,           0.0053866,           0.0053866
                 468,            0.020217,            0.010272,           0.0022952,              0.9278,             0.93173,             0.96785,             0.74451,            0.026191,           0.0067957,           0.0012295,           0.0053767,           0.0053767,           0.0053767
                 469,             0.02064,            0.010115,           0.0029853,             0.93806,             0.92669,             0.96316,             0.72939,            0.025935,           0.0068478,             0.00123,           0.0053668,           0.0053668,           0.0053668
                 470,            0.021335,            0.010367,           0.0022736,             0.94031,             0.91651,             0.96335,                0.73,             0.02654,           0.0067493,           0.0013996,           0.0053569,           0.0053569,           0.0053569
                 471,            0.021128,            0.010033,           0.0028821,             0.91129,             0.91585,             0.95596,             0.73694,            0.026955,           0.0068333,           0.0015043,            0.005347,            0.005347,            0.005347
                 472,            0.020492,            0.010227,           0.0027229,             0.90285,             0.94314,             0.96284,             0.73957,            0.027108,           0.0068697,           0.0016004,           0.0053371,           0.0053371,           0.0053371
                 473,            0.020588,            0.010227,           0.0029566,             0.89889,             0.95202,             0.96566,             0.73966,            0.026888,            0.006796,           0.0013673,           0.0053272,           0.0053272,           0.0053272
